1,48,,,,,,,,,,,,,,
4,51,,,,,,,,,,,,,,
4,52,,,,,,,,,,,,,,
4,53,,,,,,,,,,,,,,
4,54,,,,,,,,,,,,,,
1,49,,,,,,,,,,,,,,
2,73,,,,,,,,,,,,,,
2,74,,,,,,,,,,,,,,
2,75,,,,,,,,,,,,,,
5,19,,,,,,,,,,,,,,
1,50,,,,,,,,,,,,,,
5,20,,,,,,,,,,,,,,
3,49,,,,,,,,,,,,,,
3,50,,,,,,,,,,,,,,
3,51,,,,,,,,,,,,,,
1,51,,,,,,,,,,,,,,
2,76,,,,,,,,,,,,,,
2,77,,,,,,,,,,,,,,
2,78,,,,,,,,,,,,,,
4,55,,,,,,,,,,,,,,
1,52,,,,,,,,,,,,,,
4,56,,,,,,,,,,,,,,
4,57,,,,,,,,,,,,,,
4,58,,,,,,,,,,,,,,
3,52,,,,,,,,,,,,,,
1,53,,,,,,,,,,,,,,
2,79,,,,,,,,,,,,,,
2,80,,,,,,,,,,,,,,
2,81,,,,,,,,,,,,,,
3,53,,,,,,,,,,,,,,
1,54,,,,,,,,,,,,,,
3,54,,,,,,,,,,,,,,
5,21,,,,,,,,,,,,,,
5,22,,,,,,,,,,,,,,
4,59,,,,,,,,,,,,,,
1,55,,,,,,,,,,,,,,
2,82,,,,,,,,,,,,,,
2,83,,,,,,,,,,,,,,
2,84,,,,,,,,,,,,,,
4,60,,,,,,,,,,,,,,
1,56,,,,,,,,,,,,,,
4,61,,,,,,,,,,,,,,
4,62,,,,,,,,,,,,,,
4,63,,,,,,,,,,,,,,
3,55,,,,,,,,,,,,,,
1,57,,,,,,,,,,,,,,
3,56,,,,,,,,,,,,,,
3,57,,,,,,,,,,,,,,
2,85,,,,,,,,,,,,,,
2,86,,,,,,,,,,,,,,
1,58,,,,,,,,,,,,,,
